Local Time,Volume
23:00:00,2348.51445134194
00:00:00,733.076048424969
01:00:00,1234.94581470031
02:00:00,2152.01927775145
03:00:00,2788.32197272606
04:00:00,1009.25372168853
05:00:00,1533.89546625963
06:00:00,1737.25460969715
07:00:00,1873.10694571263
08:00:00,2177.39039760893
09:00:00,1909.61952549853
10:00:00,3017.43405313112
11:00:00,2007.48627819469
12:00:00,1789.74560033052
13:00:00,1623.75440431002
14:00:00,2073.13413921424
15:00:00,2360.54497741188
16:00:00,2092.07224803608
17:00:00,2106.59386827917
18:00:00,1801.54778147188
19:00:00,2608.66565378786
20:00:00,2015.33314120738
21:00:00,1849.58773145899
22:00:00,1166.6890984246
